172.18.0.1 - - [03/Jul/2025:23:53:31 +0000] "GET /api/docs HTTP/1.1" 200 945 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.001 uct="0.001" uht="0.001" urt="0.001"
172.18.0.1 - - [03/Jul/2025:23:53:31 +0000] "GET /api/openapi.json HTTP/1.1" 200 493 "http://localhost/api/docs" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.003 uct="0.000" uht="0.002" urt="0.002"
172.18.0.1 - - [03/Jul/2025:23:53:44 +0000] "GET /api/health HTTP/1.1" 200 51 "http://localhost/api/docs" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.001 uct="0.000" uht="0.001" urt="0.001"
172.20.0.1 - - [04/Jul/2025:11:49:04 +0000] "GET / HTTP/1.1" 200 3677 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36" "-" rt=3.698 uct="0.000" uht="3.683" urt="3.698"
172.20.0.1 - - [04/Jul/2025:11:49:04 +0000] "GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_fd44f5a4._.js HTTP/1.1" 200 730 "http://localhost/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36" "-" rt=0.012 uct="0.000" uht="0.012" urt="0.012"
172.20.0.1 - - [04/Jul/2025:11:49:04 +0000] "GET /_next/static/chunks/node_modules_next_dist_2ecbf5fa._.js HTTP/1.1" 200 17862 "http://localhost/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36" "-" rt=0.009 uct="0.000" uht="0.007" urt="0.009"
172.20.0.1 - - [04/Jul/2025:11:49:04 +0000] "GET /_next/static/chunks/node_modules_%40swc_helpers_cjs_00636ac3._.js HTTP/1.1" 200 1001 "http://localhost/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36" "-" rt=0.006 uct="0.001" uht="0.004" urt="0.006"
172.20.0.1 - - [04/Jul/2025:11:49:04 +0000] "GET /_next/static/chunks/node_modules_next_dist_compiled_2ce9398a._.js HTTP/1.1" 200 197186 "http://localhost/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36" "-" rt=0.060 uct="0.001" uht="0.018" urt="0.060"
172.20.0.1 - - [04/Jul/2025:11:49:04 +0000] "GET /_next/static/chunks/_e69f0d32._.js HTTP/1.1" 200 531 "http://localhost/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36" "-" rt=0.005 uct="0.000" uht="0.005" urt="0.005"
172.20.0.1 - - [04/Jul/2025:11:49:04 +0000] "GET /_next/static/chunks/node_modules_next_dist_client_8f19e6fb._.js HTTP/1.1" 200 170542 "http://localhost/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36" "-" rt=0.041 uct="0.000" uht="0.007" urt="0.041"
172.20.0.1 - - [04/Jul/2025:11:49:04 +0000] "GET /_next/static/chunks/_93808211._.js HTTP/1.1" 200 16155 "http://localhost/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36" "-" rt=0.006 uct="0.000" uht="0.005" urt="0.006"
172.20.0.1 - - [04/Jul/2025:11:49:04 +0000] "GET /_next/static/chunks/node_modules_next_dist_1a6ee436._.js HTTP/1.1" 200 18585 "http://localhost/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36" "-" rt=0.006 uct="0.000" uht="0.004" urt="0.006"
172.20.0.1 - - [04/Jul/2025:11:49:04 +0000] "GET /_next/static/chunks/src_app_favicon_ico_mjs_8a7a8fdc._.js HTTP/1.1" 200 260 "http://localhost/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
172.20.0.1 - - [04/Jul/2025:11:49:04 +0000] "GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_66796270._.js HTTP/1.1" 200 286 "http://localhost/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36" "-" rt=0.004 uct="0.000" uht="0.004" urt="0.004"
172.20.0.1 - - [04/Jul/2025:11:49:04 +0000] "GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_61dcf9ba._.js HTTP/1.1" 200 3855 "http://localhost/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36" "-" rt=0.005 uct="0.000" uht="0.004" urt="0.005"
172.20.0.1 - - [04/Jul/2025:11:49:11 +0000] "GET /favicon.ico?favicon.929e214e.ico HTTP/1.1" 200 275470 "http://localhost/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36" "-" rt=1.361 uct="0.000" uht="1.359" urt="1.361"
172.20.0.1 - - [04/Jul/2025:11:49:14 +0000] "GET /__nextjs_font/geist-latin.woff2 HTTP/1.1" 200 28392 "http://localhost/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36" "-" rt=0.006 uct="0.001" uht="0.005" urt="0.006"
172.20.0.1 - - [04/Jul/2025:11:49:24 +0000] "GET /_next/webpack-hmr HTTP/1.1" 101 382 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36" "-" rt=14.288 uct="0.001" uht="0.005" urt="14.288"
